threads_lectura,thread_maximo,tiempo_mediana,output
1,1,0.797262,abaURiV231=1
1,2,0.788099,abaURiV231=1
1,3,0.780075,abaURiV231=1
1,4,0.788318,abaURiV231=1
1,5,0.786958,abaURiV231=1
1,6,0.78406,abaURiV231=1
1,7,0.794597,abaURiV231=1
1,8,0.780778,abaURiV231=1
1,9,0.784558,abaURiV231=1
1,10,0.7939,abaURiV231=1
1,11,0.807643,abaURiV231=1
1,12,0.787664,abaURiV231=1
1,13,0.786725,abaURiV231=1
1,14,0.772876,abaURiV231=1
1,15,0.795863,abaURiV231=1
1,16,0.798333,abaURiV231=1
1,17,0.784177,abaURiV231=1
1,18,0.777342,abaURiV231=1
1,19,0.788009,abaURiV231=1
1,20,0.78838,abaURiV231=1
1,21,0.789982,abaURiV231=1
1,22,0.788668,abaURiV231=1
1,23,0.787198,abaURiV231=1
1,24,0.789138,abaURiV231=1
1,25,0.780237,abaURiV231=1
1,26,0.786362,abaURiV231=1
