threads_lectura,thread_maximo,tiempo_mediana,output
1,1,0.008763,dP=3
1,2,0.008811,dP=3
1,3,0.008875,dP=3
1,4,0.00874,dP=3
1,5,0.008864,dP=3
1,6,0.008748,dP=3
1,7,0.008848,dP=3
1,8,0.008799,dP=3
1,9,0.008764,dP=3
1,10,0.00873,dP=3
1,11,0.008731,dP=3
1,12,0.008761,dP=3
1,13,0.008733,dP=3
1,14,0.008739,dP=3
1,15,0.008745,dP=3
1,16,0.008802,dP=3
1,17,0.008752,dP=3
1,18,0.008744,dP=3
1,19,0.008742,dP=3
1,20,0.008711,dP=3
1,21,0.008878,dP=3
1,22,0.008854,dP=3
1,23,0.008778,dP=3
1,24,0.008698,dP=3
1,25,0.008725,dP=3
1,26,0.008808,dP=3
