threads_lectura,thread_maximo,tiempo_mediana,output
1,1,5.31567,a57vpATzL1dml8=19
1,2,5.28954,a57vpATzL1dml8=19
1,3,5.26577,a57vpATzL1dml8=19
1,4,5.2369,a57vpATzL1dml8=19
1,5,5.25015,a57vpATzL1dml8=19
1,6,5.35934,a57vpATzL1dml8=19
1,7,5.23782,a57vpATzL1dml8=19
1,8,5.18961,a57vpATzL1dml8=19
1,9,5.28003,a57vpATzL1dml8=19
1,10,5.24979,a57vpATzL1dml8=19
1,11,5.23745,a57vpATzL1dml8=19
1,12,5.27117,a57vpATzL1dml8=19
1,13,5.32138,a57vpATzL1dml8=19
1,14,5.32935,a57vpATzL1dml8=19
1,15,5.3055,a57vpATzL1dml8=19
1,16,5.30057,a57vpATzL1dml8=19
1,17,5.294,a57vpATzL1dml8=19
1,18,5.27155,a57vpATzL1dml8=19
1,19,5.33032,a57vpATzL1dml8=19
1,20,5.25506,a57vpATzL1dml8=19
1,21,5.3504,a57vpATzL1dml8=19
1,22,5.29301,a57vpATzL1dml8=19
1,23,5.22818,a57vpATzL1dml8=19
1,24,5.44224,a57vpATzL1dml8=19
1,25,5.28791,a57vpATzL1dml8=19
1,26,5.28155,a57vpATzL1dml8=19
