threads_lectura,thread_maximo,tiempo_mediana,output
1,1,0.007866,adUO9=19
1,2,0.007964,adUO9=19
1,3,0.007947,adUO9=19
1,4,0.007825,adUO9=19
1,5,0.007821,adUO9=19
1,6,0.007945,adUO9=19
1,7,0.007824,adUO9=19
1,8,0.007902,adUO9=19
1,9,0.007765,adUO9=19
1,10,0.007724,adUO9=19
1,11,0.007731,adUO9=19
1,12,0.007816,adUO9=19
1,13,0.007771,adUO9=19
1,14,0.007791,adUO9=19
1,15,0.00775,adUO9=19
1,16,0.007735,adUO9=19
1,17,0.007732,adUO9=19
1,18,0.007843,adUO9=19
1,19,0.007805,adUO9=19
1,20,0.007788,adUO9=19
1,21,0.00771,adUO9=19
1,22,0.007776,adUO9=19
1,23,0.007765,adUO9=19
1,24,0.007794,adUO9=19
1,25,0.007731,adUO9=19
1,26,0.007827,adUO9=19
