threads_lectura,thread_maximo,tiempo_mediana,output
1,1,5.77231,aXKjSYNl7Gad=1
1,2,5.95148,aXKjSYNl7Gad=1
1,3,5.87523,aXKjSYNl7Gad=1
1,4,5.81887,aXKjSYNl7Gad=1
1,5,5.77826,aXKjSYNl7Gad=1
1,6,5.74548,aXKjSYNl7Gad=1
1,7,5.74908,aXKjSYNl7Gad=1
1,8,5.83147,aXKjSYNl7Gad=1
1,9,5.81231,aXKjSYNl7Gad=1
1,10,5.80968,aXKjSYNl7Gad=1
1,11,5.88291,aXKjSYNl7Gad=1
1,12,5.76713,aXKjSYNl7Gad=1
1,13,5.8084,aXKjSYNl7Gad=1
1,14,5.78898,aXKjSYNl7Gad=1
1,15,5.82427,aXKjSYNl7Gad=1
1,16,5.88126,aXKjSYNl7Gad=1
1,17,5.81354,aXKjSYNl7Gad=1
1,18,5.73293,aXKjSYNl7Gad=1
1,19,5.7424,aXKjSYNl7Gad=1
1,20,5.82475,aXKjSYNl7Gad=1
1,21,5.74607,aXKjSYNl7Gad=1
1,22,5.70493,aXKjSYNl7Gad=1
1,23,5.70605,aXKjSYNl7Gad=1
1,24,5.73505,aXKjSYNl7Gad=1
1,25,5.72851,aXKjSYNl7Gad=1
1,26,5.79261,aXKjSYNl7Gad=1
