threads_lectura,thread_maximo,tiempo_mediana,output
1,1,0.748875,ag5xVfE7PXYL=19
1,2,0.749595,ag5xVfE7PXYL=19
1,3,0.750119,ag5xVfE7PXYL=19
1,4,0.762492,ag5xVfE7PXYL=19
1,5,0.755184,ag5xVfE7PXYL=19
1,6,0.749595,ag5xVfE7PXYL=19
1,7,0.746399,ag5xVfE7PXYL=19
1,8,0.754589,ag5xVfE7PXYL=19
1,9,0.742577,ag5xVfE7PXYL=19
1,10,0.742461,ag5xVfE7PXYL=19
1,11,0.759486,ag5xVfE7PXYL=19
1,12,0.744981,ag5xVfE7PXYL=19
1,13,0.746399,ag5xVfE7PXYL=19
1,14,0.742371,ag5xVfE7PXYL=19
1,15,0.745512,ag5xVfE7PXYL=19
1,16,0.748975,ag5xVfE7PXYL=19
1,17,0.735893,ag5xVfE7PXYL=19
1,18,0.74969,ag5xVfE7PXYL=19
1,19,0.759577,ag5xVfE7PXYL=19
1,20,0.766657,ag5xVfE7PXYL=19
1,21,0.748338,ag5xVfE7PXYL=19
1,22,0.745408,ag5xVfE7PXYL=19
1,23,0.742193,ag5xVfE7PXYL=19
1,24,0.743138,ag5xVfE7PXYL=19
1,25,0.742626,ag5xVfE7PXYL=19
1,26,0.749232,ag5xVfE7PXYL=19
