threads_lectura,thread_maximo,tiempo_mediana,output
1,1,0.117352,aVJv=1
1,2,0.093327,aVJv=1
1,3,0.104835,aVJv=1
1,4,0.134663,aVJv=1
1,5,0.185089,aVJv=1
1,6,0.166207,aVJv=1
1,7,0.161933,aVJv=1
1,8,0.186581,aVJv=1
1,9,0.210808,aVJv=1
1,10,0.212644,aVJv=1
1,11,0.182104,aVJv=1
1,12,0.229525,aVJv=1
1,13,0.221969,aVJv=1
1,14,0.258534,aVJv=1
1,15,0.298705,aVJv=1
1,16,0.281991,aVJv=1
1,17,0.322341,aVJv=1
1,18,0.296449,aVJv=1
1,19,0.322069,aVJv=1
1,20,0.355916,aVJv=1
1,21,0.360213,aVJv=1
1,22,0.357847,aVJv=1
1,23,0.374792,aVJv=1
1,24,0.409091,aVJv=1
1,25,0.485666,aVJv=1
1,26,0.496978,aVJv=1
