threads_lectura,thread_maximo,tiempo_mediana,output
1,1,0.067193,adUO9=19
1,2,0.063007,adUO9=19
1,3,0.09303,adUO9=19
1,4,0.135784,adUO9=19
1,5,0.099641,adUO9=19
1,6,0.130548,adUO9=19
1,7,0.138167,adUO9=19
1,8,0.150285,adUO9=19
1,9,0.158589,adUO9=19
1,10,0.183904,adUO9=19
1,11,0.209615,adUO9=19
1,12,0.216967,adUO9=19
1,13,0.231245,adUO9=19
1,14,0.234755,adUO9=19
1,15,0.246123,adUO9=19
1,16,0.268271,adUO9=19
1,17,0.286964,adUO9=19
1,18,0.306784,adUO9=19
1,19,0.299817,adUO9=19
1,20,0.360684,adUO9=19
1,21,0.372124,adUO9=19
1,22,0.36415,adUO9=19
1,23,0.372651,adUO9=19
1,24,0.381048,adUO9=19
1,25,0.412709,adUO9=19
1,26,0.408672,adUO9=19
