threads_lectura,thread_maximo,tiempo_mediana,output
1,1,0.028199,d=15
1,2,0.046989,d=15
1,3,0.064461,d=15
1,4,0.073829,d=15
1,5,0.100483,d=15
1,6,0.109469,d=15
1,7,0.128812,d=15
1,8,0.149612,d=15
1,9,0.161915,d=15
1,10,0.17025,d=15
1,11,0.193934,d=15
1,12,0.211574,d=15
1,13,0.227737,d=15
1,14,0.234457,d=15
1,15,0.249176,d=15
1,16,0.276217,d=15
1,17,0.279517,d=15
1,18,0.31294,d=15
1,19,0.304428,d=15
1,20,0.330495,d=15
1,21,0.356861,d=15
1,22,0.340591,d=15
1,23,0.371763,d=15
1,24,0.384934,d=15
1,25,0.401285,d=15
1,26,0.440223,d=15
