threads_lectura,thread_maximo,tiempo_mediana,output
1,1,0.569705,a1jjrTF8jor=19
1,2,0.569089,a1jjrTF8jor=19
1,3,0.648905,a1jjrTF8jor=19
1,4,0.703555,a1jjrTF8jor=19
1,5,0.75289,a1jjrTF8jor=19
1,6,0.748748,a1jjrTF8jor=19
1,7,0.827134,a1jjrTF8jor=19
1,8,0.905386,a1jjrTF8jor=19
1,9,0.858713,a1jjrTF8jor=19
1,10,0.908811,a1jjrTF8jor=19
1,11,0.981288,a1jjrTF8jor=19
1,12,0.974874,a1jjrTF8jor=19
1,13,1.01377,a1jjrTF8jor=19
1,14,0.944382,a1jjrTF8jor=19
1,15,1.00559,a1jjrTF8jor=19
1,16,1.08209,a1jjrTF8jor=19
1,17,1.03439,a1jjrTF8jor=19
1,18,1.06394,a1jjrTF8jor=19
1,19,0.994901,a1jjrTF8jor=19
1,20,1.05855,a1jjrTF8jor=19
1,21,1.23391,a1jjrTF8jor=19
1,22,1.18737,a1jjrTF8jor=19
1,23,1.14657,a1jjrTF8jor=19
1,24,1.21958,a1jjrTF8jor=19
1,25,1.22639,a1jjrTF8jor=19
1,26,1.27357,a1jjrTF8jor=19
