threads_lectura,thread_maximo,tiempo_mediana,output
1,1,2.046,a4TyL9pDKqkrM=19
1,2,2.15607,a4TyL9pDKqkrM=19
1,3,2.27212,a4TyL9pDKqkrM=19
1,4,2.29526,a4TyL9pDKqkrM=19
1,5,2.34506,a4TyL9pDKqkrM=19
1,6,2.46569,a4TyL9pDKqkrM=19
1,7,2.44987,a4TyL9pDKqkrM=19
1,8,2.55646,a4TyL9pDKqkrM=19
1,9,2.55317,a4TyL9pDKqkrM=19
1,10,2.64419,a4TyL9pDKqkrM=19
1,11,2.58569,a4TyL9pDKqkrM=19
1,12,2.69505,a4TyL9pDKqkrM=19
1,13,2.75501,a4TyL9pDKqkrM=19
1,14,2.72386,a4TyL9pDKqkrM=19
1,15,2.8119,a4TyL9pDKqkrM=19
1,16,2.73115,a4TyL9pDKqkrM=19
1,17,2.84695,a4TyL9pDKqkrM=19
1,18,2.94746,a4TyL9pDKqkrM=19
1,19,2.98045,a4TyL9pDKqkrM=19
1,20,3.14464,a4TyL9pDKqkrM=19
1,21,3.01903,a4TyL9pDKqkrM=19
1,22,3.07241,a4TyL9pDKqkrM=19
1,23,3.24518,a4TyL9pDKqkrM=19
1,24,3.16226,a4TyL9pDKqkrM=19
1,25,3.25026,a4TyL9pDKqkrM=19
1,26,3.33582,a4TyL9pDKqkrM=19
